checkpoint,data,success_rate,reformat_type,num_options
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/forget05_prompts_new.json,0.83,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-6,./data_reformat/comprehension/forget05_prompts_new.json,0.85,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-12,./data_reformat/comprehension/forget05_prompts_new.json,0.85,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-18,./data_reformat/comprehension/forget05_prompts_new.json,0.85,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-24,./data_reformat/comprehension/forget05_prompts_new.json,0.835,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/forget05_prompts_new.json,0.825,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625,./data_reformat/comprehension/retain95_prompts_new.json,0.8819188191881919,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-6,./data_reformat/comprehension/retain95_prompts_new.json,0.8819188191881919,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-12,./data_reformat/comprehension/retain95_prompts_new.json,0.8832366895097522,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-18,./data_reformat/comprehension/retain95_prompts_new.json,0.8703215603584608,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-24,./data_reformat/comprehension/retain95_prompts_new.json,0.8560885608856088,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/retain95_prompts_new.json,0.8426462836056932,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-6,./data_reformat/comprehension/retain95_prompts_new.json,0.8811280969952556,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-12,./data_reformat/comprehension/retain95_prompts_new.json,0.8806009488666315,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-18,./data_reformat/comprehension/retain95_prompts_new.json,0.8719030047443331,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-24,./data_reformat/comprehension/retain95_prompts_new.json,0.8637322087506589,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/retain95_prompts_new.json,0.8592514496573537,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-6,./data_reformat/comprehension/retain95_prompts_new.json,0.8821823932525039,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-12,./data_reformat/comprehension/retain95_prompts_new.json,0.882445967316816,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-18,./data_reformat/comprehension/retain95_prompts_new.json,0.8769109119662625,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-24,./data_reformat/comprehension/retain95_prompts_new.json,0.8671586715867159,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/retain95_prompts_new.json,0.8560885608856088,comprehension-mcqa,4
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625,./data_reformat/comprehension/forget05_prompts_new.json,0.885,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-6,./data_reformat/comprehension/forget05_prompts_new.json,0.89,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-12,./data_reformat/comprehension/forget05_prompts_new.json,0.87,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-18,./data_reformat/comprehension/forget05_prompts_new.json,0.875,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-24,./data_reformat/comprehension/forget05_prompts_new.json,0.845,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/forget05_prompts_new.json,0.835,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-6,./data_reformat/comprehension/forget05_prompts_new.json,0.89,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-12,./data_reformat/comprehension/forget05_prompts_new.json,0.875,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-18,./data_reformat/comprehension/forget05_prompts_new.json,0.86,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-24,./data_reformat/comprehension/forget05_prompts_new.json,0.855,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/forget05_prompts_new.json,0.855,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-6,./data_reformat/comprehension/forget05_prompts_new.json,0.885,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-12,./data_reformat/comprehension/forget05_prompts_new.json,0.87,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-18,./data_reformat/comprehension/forget05_prompts_new.json,0.87,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-24,./data_reformat/comprehension/forget05_prompts_new.json,0.85,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/forget05_prompts_new.json,0.84,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625,./data_reformat/comprehension/retain95_prompts_new.json,0.9045861887190301,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-6,./data_reformat/comprehension/retain95_prompts_new.json,0.9048497627833422,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-12,./data_reformat/comprehension/retain95_prompts_new.json,0.900632577754349,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-18,./data_reformat/comprehension/retain95_prompts_new.json,0.8919346336320506,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-24,./data_reformat/comprehension/retain95_prompts_new.json,0.8771744860305746,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/retain95_prompts_new.json,0.8671586715867159,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-6,./data_reformat/comprehension/retain95_prompts_new.json,0.9032683183974697,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-12,./data_reformat/comprehension/retain95_prompts_new.json,0.9001054296257248,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-18,./data_reformat/comprehension/retain95_prompts_new.json,0.8940432261465472,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-24,./data_reformat/comprehension/retain95_prompts_new.json,0.8900896151818661,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/retain95_prompts_new.json,0.8869267264101213,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-6,./data_reformat/comprehension/retain95_prompts_new.json,0.9048497627833422,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-12,./data_reformat/comprehension/retain95_prompts_new.json,0.8998418555614127,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-18,./data_reformat/comprehension/retain95_prompts_new.json,0.8945703742751713,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-24,./data_reformat/comprehension/retain95_prompts_new.json,0.8892988929889298,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/retain95_prompts_new.json,0.8808645229309436,comprehension-mcqa,3
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625,./data_reformat/comprehension/forget05_prompts_new.json,0.87,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-6,./data_reformat/comprehension/forget05_prompts_new.json,0.87,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-12,./data_reformat/comprehension/forget05_prompts_new.json,0.84,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-18,./data_reformat/comprehension/forget05_prompts_new.json,0.83,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-24,./data_reformat/comprehension/forget05_prompts_new.json,0.845,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/forget05_prompts_new.json,0.87,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-6,./data_reformat/comprehension/forget05_prompts_new.json,0.865,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-12,./data_reformat/comprehension/forget05_prompts_new.json,0.85,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-18,./data_reformat/comprehension/forget05_prompts_new.json,0.855,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-24,./data_reformat/comprehension/forget05_prompts_new.json,0.855,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/forget05_prompts_new.json,0.85,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-6,./data_reformat/comprehension/forget05_prompts_new.json,0.87,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-12,./data_reformat/comprehension/forget05_prompts_new.json,0.84,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-18,./data_reformat/comprehension/forget05_prompts_new.json,0.845,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-24,./data_reformat/comprehension/forget05_prompts_new.json,0.865,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/forget05_prompts_new.json,0.855,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625,./data_reformat/comprehension/retain95_prompts_new.json,0.9085397996837111,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-6,./data_reformat/comprehension/retain95_prompts_new.json,0.9077490774907749,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-12,./data_reformat/comprehension/retain95_prompts_new.json,0.900896151818661,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-18,./data_reformat/comprehension/retain95_prompts_new.json,0.8829731154454402,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-24,./data_reformat/comprehension/retain95_prompts_new.json,0.8766473379019505,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_ascent_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/retain95_prompts_new.json,0.871639430680021,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-6,./data_reformat/comprehension/retain95_prompts_new.json,0.9074855034264628,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-12,./data_reformat/comprehension/retain95_prompts_new.json,0.904322614654718,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-18,./data_reformat/comprehension/retain95_prompts_new.json,0.9014232999472852,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-24,./data_reformat/comprehension/retain95_prompts_new.json,0.893252503953611,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/grad_diff_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/retain95_prompts_new.json,0.8911439114391144,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-6,./data_reformat/comprehension/retain95_prompts_new.json,0.9077490774907749,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-12,./data_reformat/comprehension/retain95_prompts_new.json,0.9011597258829731,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-18,./data_reformat/comprehension/retain95_prompts_new.json,0.8929889298892989,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-24,./data_reformat/comprehension/retain95_prompts_new.json,0.8895624670532419,comprehension-mcqa,2
/DATA4/abhinav/tofu/paper_models/final_ft_noLORA_5_epochs_inst_lr2e-05_phi_full/checkpoint-625/KL_1e-05_forget05_5/checkpoint-30,./data_reformat/comprehension/retain95_prompts_new.json,0.8871903004744334,comprehension-mcqa,2
